Country,Life expectancy
Lao People's Democratic Republic,58.1
Latvia,74.6
Latvia,74.4
Latvia,74.1
Latvia,73.8
Latvia,73.6
Latvia,72.8
Latvia,72.6
Latvia,71.9
Latvia,78
Latvia,75
Latvia,76
Latvia,71
Latvia,78
Latvia,73
Latvia,69.9
Latvia,71
Lebanon,74.9
Lebanon,74.8
Lebanon,74.9
Lebanon,75
Lebanon,75
Lebanon,74.9
Lebanon,74.7
Lebanon,74.5
Lebanon,74.4
Lebanon,74.1
Lebanon,73.9
Lebanon,73.7
Lebanon,73.5
Lebanon,73.2
Lebanon,73
Lebanon,72.7
Lesotho,53.7
Lesotho,52.1
Lesotho,52.1
Lesotho,52.2
Lesotho,52.3
Lesotho,51.1
Lesotho,49.4
Lesotho,47.8
Lesotho,46.2
Lesotho,45.3
Lesotho,44.5
Lesotho,44.8
Lesotho,45.5
Lesotho,46.4
Lesotho,47.8
Lesotho,49.3
Liberia,61.4
Liberia,58.1
Liberia,61.1
Liberia,67
Liberia,62
Liberia,59.7
Liberia,59.2
Liberia,58.6
Liberia,57.9
Liberia,56.7
Liberia,55.3
Liberia,54
Liberia,50
Liberia,56
Liberia,51.5
Liberia,51.9
Libya,72.7
Libya,72.4
Libya,72.9
Libya,72.9
Libya,71.3
Libya,72.8
Libya,72.7
Libya,72.6
Libya,72.5
Libya,72.2
Libya,71.9
Libya,71.5
Libya,71.3
Libya,71.1
Libya,71
Libya,78
Lithuania,73.6
Lithuania,73.4
Lithuania,73
Lithuania,73
Lithuania,72.8
Lithuania,72.4
Lithuania,72.2
Lithuania,71.1
Lithuania,72
Lithuania,76
Lithuania,78
Lithuania,71.6
Lithuania,71.6
Lithuania,71.4
Lithuania,71.2
Lithuania,71.6
Luxembourg,82
Luxembourg,81.7
Luxembourg,81.4
Luxembourg,81.1
Luxembourg,88
Luxembourg,86
Luxembourg,83
Luxembourg,80
Luxembourg,79.7
Luxembourg,79.4
Luxembourg,78.8
Luxembourg,78.7
Luxembourg,78.6
Luxembourg,78.3
Luxembourg,78
Luxembourg,77.8
Madagascar,65.5
Madagascar,65.1
Madagascar,64.7
Madagascar,64.3
Madagascar,63.8
Madagascar,63.3
Madagascar,62.8
Madagascar,62.3
Madagascar,61.9
Madagascar,61.4
Madagascar,69
Madagascar,64
Madagascar,59.9
Madagascar,59.3
Madagascar,58.7
Madagascar,57.9
Malawi,58.3
Malawi,57.6
Malawi,56.7
Malawi,55.3
Malawi,54.1
Malawi,52.9
Malawi,51.5
Malawi,50
Malawi,48.5
Malawi,47.1
Malawi,46
Malawi,45.1
Malawi,44.6
Malawi,44
Malawi,43.5
Malawi,43.1
Malaysia,75
Malaysia,74.8
Malaysia,74.6
Malaysia,74.5
Malaysia,74.3
Malaysia,74.1
Malaysia,74
Malaysia,73.8
Malaysia,73.7
Malaysia,73.6
Malaysia,73.4
Malaysia,73.2
Malaysia,73.1
Malaysia,72.9
Malaysia,72.7
Malaysia,72.4
Maldives,78.5
Maldives,78.2
Maldives,77.9
Maldives,77.6
Maldives,77.3
Maldives,76.7
Maldives,76.3
Maldives,75.9
Maldives,75.4
Maldives,75
Maldives,74.3
Maldives,73.4
Maldives,72.7
Maldives,71.8
Maldives,78
Maldives,69.6
Mali,58.2
Mali,57.8
Mali,57.3
Mali,57.2
Mali,56.8
Mali,56.5
Mali,56
Mali,55.5
Mali,55
Mali,54.3
Mali,53.6
Mali,52.8
Mali,52
Mali,51.2
Mali,55
Mali,49.8
Malta,81.7
Malta,81.4
Malta,81.1
Malta,81
Malta,87
Malta,83
Malta,82
Malta,80
Malta,79.6
Malta,79.3
Malta,79
Malta,78.7
Malta,78.5
Malta,78.2
Malta,77.8
Malta,77.5
Marshall Islands,
Mauritania,63.1
Mauritania,63
Mauritania,62.7
Mauritania,62.5
Mauritania,62.2
Mauritania,62
Mauritania,61.7
Mauritania,61.4
Mauritania,61.2
Mauritania,69
Mauritania,66
Mauritania,64
Mauritania,63
Mauritania,62
Mauritania,61
Mauritania,60
Mauritius,74.6
Mauritius,74.2
Mauritius,74.1
Mauritius,73.9
Mauritius,73.6
Mauritius,73.3
Mauritius,72.8
Mauritius,72.7
Mauritius,72.9
Mauritius,71.8
Mauritius,72.1
Mauritius,71.9
Mauritius,71.5
Mauritius,71.5
Mauritius,71.5
Mauritius,71
Mexico,76.7
Mexico,76.6
Mexico,76.6
Mexico,76.3
Mexico,76.1
Mexico,75.6
Mexico,75.7
Mexico,75.6
Mexico,76
Mexico,75.8
Mexico,75.3
Mexico,75.4
Mexico,75
Mexico,75
Mexico,75
Mexico,74.8
Micronesia (Federated States of),69.4
Micronesia (Federated States of),69.4
Micronesia (Federated States of),69.2
Micronesia (Federated States of),69
Micronesia (Federated States of),68.9
Micronesia (Federated States of),68.7
Micronesia (Federated States of),68.5
Micronesia (Federated States of),68.4
Micronesia (Federated States of),68.2
Micronesia (Federated States of),68
Micronesia (Federated States of),67.9
Micronesia (Federated States of),67.7
Micronesia (Federated States of),67.5
Micronesia (Federated States of),66.2
Micronesia (Federated States of),67.2
Micronesia (Federated States of),67
Monaco,
Mongolia,68.8
Mongolia,68.4
Mongolia,68.1
Mongolia,67.8
Mongolia,67.3
Mongolia,66.3
Mongolia,66.9
Mongolia,67.4
Mongolia,65.9
Mongolia,65
Mongolia,64.5
Mongolia,64
Mongolia,64
Mongolia,63.8
Mongolia,63.2
Mongolia,62.8
Montenegro,76.1
Montenegro,75.9
Montenegro,75.8
Montenegro,75.6
Montenegro,75.4
Montenegro,75.3
Montenegro,75
Montenegro,74.6
Montenegro,74.2
Montenegro,73.8
Montenegro,73.6
Montenegro,73.5
Montenegro,73.5
Montenegro,73.4
Montenegro,73.3
Montenegro,73
Morocco,74.3
Morocco,74.1
Morocco,73.9
Morocco,73.6
Morocco,73.3
Morocco,72.8
Morocco,72.3
Morocco,71.8
Morocco,71.4
Morocco,71
Morocco,77
Morocco,72
Morocco,69.9
Morocco,69.5
Morocco,69
Morocco,68.6
Mozambique,57.6
Mozambique,56.7
Mozambique,55.3
Mozambique,54.8
Mozambique,54.3
Mozambique,54
Mozambique,53.8
Mozambique,53.2
Mozambique,52.1
Mozambique,51.2
Mozambique,58
Mozambique,54
Mozambique,51
Mozambique,49.8
Mozambique,49.5
Mozambique,49
Myanmar,66.6
Myanmar,66.4
Myanmar,66.2
Myanmar,65.9
Myanmar,65.6
Myanmar,65.4
Myanmar,65.2
Myanmar,59.2
Myanmar,64.5
Myanmar,64.2
Myanmar,63.9
Myanmar,63.5
Myanmar,63.2
Myanmar,62.8
Myanmar,62.5
Myanmar,62.1
Namibia,65.8
Namibia,65.9
Namibia,66.1
Namibia,65.8
Namibia,64.3
Namibia,63
Namibia,62.4
Namibia,61.7
Namibia,60
Namibia,57
Namibia,55.1
Namibia,54.7
Namibia,55
Namibia,55.7
Namibia,56.5
Namibia,57.4
Nauru,
Nepal,69.2
Nepal,69.6
Nepal,69.3
Nepal,68.9
Nepal,68.4
Nepal,68
Nepal,67.5
Nepal,67
Nepal,66.6
Nepal,66
Nepal,65.4
Nepal,64.7
Nepal,64.3
Nepal,63.1
Nepal,63.2
Nepal,62.5
Netherlands,81.9
Netherlands,81.7
Netherlands,81.4
Netherlands,81.1
Netherlands,81.1
Netherlands,88
Netherlands,86
Netherlands,83
Netherlands,82
Netherlands,79.8
Netherlands,79.4
Netherlands,79.2
Netherlands,78.7
Netherlands,78.4
Netherlands,78.3
Netherlands,78.1
New Zealand,81.6
New Zealand,81.5
New Zealand,81.3
New Zealand,81.1
New Zealand,86
New Zealand,89
New Zealand,85
New Zealand,81
New Zealand,81
New Zealand,79.9
New Zealand,79.9
New Zealand,79.2
New Zealand,79.1
New Zealand,78.7
New Zealand,78.5
New Zealand,78.6
Nicaragua,74.8
Nicaragua,74.5
Nicaragua,73.9
Nicaragua,73.9
Nicaragua,74.5
Nicaragua,73.2
Nicaragua,73.2
Nicaragua,72.5
Nicaragua,72.5
Nicaragua,73
Nicaragua,71.2
Nicaragua,71
Nicaragua,76
Nicaragua,75
Nicaragua,73
Nicaragua,73
Niger,61.8
Niger,61.4
Niger,69
Niger,63
Niger,59.4
Niger,58.2
Niger,57.1
Niger,56
Niger,55.2
Niger,54.5
Niger,53.7
Niger,52.9
Niger,52.1
Niger,51.4
Niger,56
Niger,50
Nigeria,54.5
Nigeria,53.6
Nigeria,53.2
Nigeria,52.7
Nigeria,52.3
Nigeria,52
Nigeria,51.6
Nigeria,59
Nigeria,55
Nigeria,49.8
Nigeria,49.2
Nigeria,48.5
Nigeria,48.1
Nigeria,47.7
Nigeria,47.4
Nigeria,47.1
Niue,
Norway,81.8
Norway,81.6
Norway,81.5
Norway,81.3
Norway,81.1
Norway,81
Norway,89
Norway,86
Norway,85
Norway,84
Norway,81
Norway,79.8
Norway,79.4
Norway,78.9
Norway,78.8
Norway,78.5
Oman,76.6
Oman,76.4
Oman,76.2
Oman,76
Oman,75.8
Oman,75.6
Oman,75.4
Oman,75.2
Oman,74.9
Oman,74.7
Oman,74.3
Oman,74
Oman,73.6
Oman,73.3
Oman,72.9
Oman,72.6
Pakistan,66.4
Pakistan,66.2
Pakistan,66
Pakistan,65.7
Pakistan,65.5
Pakistan,65.1
Pakistan,64.8
Pakistan,64.6
Pakistan,64.4
Pakistan,64.2
Pakistan,62.9
Pakistan,63.7
Pakistan,63.5
Pakistan,63.2
Pakistan,63
Pakistan,62.8
Palau,
Panama,77.8
Panama,77.6
Panama,77.5
Panama,77.2
Panama,77.3
Panama,76.5
Panama,76.8
Panama,76.5
Panama,76.4
Panama,76.2
Panama,75.8
Panama,75.8
Panama,75.5
Panama,75.7
Panama,75.5
Panama,75.7
Papua New Guinea,62.9
Papua New Guinea,62.7
Papua New Guinea,62.4
Papua New Guinea,62.2
Papua New Guinea,62
Papua New Guinea,61.8
Papua New Guinea,61.6
Papua New Guinea,61.4
Papua New Guinea,61.1
Papua New Guinea,68
Papua New Guinea,64
Papua New Guinea,59.9
Papua New Guinea,59.6
Papua New Guinea,59.3
Papua New Guinea,59.1
Papua New Guinea,58.9
Paraguay,74
Paraguay,73.9
Paraguay,73.8
Paraguay,73.6
Paraguay,73.4
Paraguay,73.2
Paraguay,73
Paraguay,72.7
Paraguay,72.5
Paraguay,72.3
Paraguay,72.1
Paraguay,71.9
Paraguay,71.7
Paraguay,71.5
Paraguay,71.2
Paraguay,79
Peru,75.5
Peru,75.3
Peru,75.3
Peru,74.9
Peru,74.5
Peru,73.7
Peru,73.8
Peru,73.9
Peru,74
Peru,74.2
Peru,72.8
Peru,72.2
Peru,72.1
Peru,72.6
Peru,72.4
Peru,71.4
Philippines,68.5
Philippines,68.4
Philippines,68.1
Philippines,68.1
Philippines,68
Philippines,67.9
Philippines,68
Philippines,67.5
Philippines,67.5
Philippines,67.3
Philippines,67
Philippines,67.3
Philippines,67.2
Philippines,66.8
Philippines,66.8
Philippines,66.8
Poland,77.5
Poland,77.3
Poland,77.1
Poland,76.8
Poland,76.7
Poland,76.3
Poland,75.7
Poland,75.5
Poland,75.3
Poland,75.2
Poland,75
Poland,74.9
Poland,74.7
Poland,74.5
Poland,74.2
Poland,73.7
Portugal,81.1
Portugal,89
Portugal,86
Portugal,83
Portugal,82
Portugal,79.6
Portugal,79.3
Portugal,79
Portugal,78.7
Portugal,78.5
Portugal,77.7
Portugal,78
Portugal,77.3
Portugal,77.2
Portugal,76.9
Portugal,76.6
Qatar,78.2
Qatar,78.1
Qatar,77.9
Qatar,77.8
Qatar,77.5
Qatar,77.3
Qatar,77
Qatar,76.8
Qatar,76.7
Qatar,76.6
Qatar,76.6
Qatar,76.6
Qatar,76.5
Qatar,76.4
Qatar,76.3
Qatar,76.2
Republic of Korea,82.3
Republic of Korea,82
Republic of Korea,81.7
Republic of Korea,81.2
Republic of Korea,81.1
Republic of Korea,87
Republic of Korea,86
Republic of Korea,83
Republic of Korea,79.8
Republic of Korea,79.4
Republic of Korea,78.7
Republic of Korea,78.2
Republic of Korea,77.6
Republic of Korea,77.1
Republic of Korea,76.7
Republic of Korea,76
Republic of Moldova,72.1
Republic of Moldova,71.8
Republic of Moldova,71.7
Republic of Moldova,79
Republic of Moldova,77
Republic of Moldova,68.8
Republic of Moldova,69
Republic of Moldova,68.9
Republic of Moldova,68.3
Republic of Moldova,68
Republic of Moldova,67.3
Republic of Moldova,68
Republic of Moldova,67.6
Republic of Moldova,67.5
Republic of Moldova,67.6
Republic of Moldova,67.1
Romania,75
Romania,74.8
Romania,74.6
Romania,74.4
Romania,74.3
Romania,73.4
Romania,73.1
Romania,73.1
Romania,72.9
Romania,72.5
Romania,71.9
Romania,71.7
Romania,71.1
Romania,77
Romania,78
Romania,77
Russian Federation,75
Russian Federation,73
Russian Federation,70
Russian Federation,69.6
Russian Federation,69.4
Russian Federation,68.4
Russian Federation,68.2
Russian Federation,67.5
Russian Federation,67.3
Russian Federation,66.4
Russian Federation,65
Russian Federation,64.9
Russian Federation,64.6
Russian Federation,64.8
Russian Federation,65.1
Russian Federation,65
Rwanda,66.1
Rwanda,65.7
Rwanda,65.2
Rwanda,64.6
Rwanda,63.8
Rwanda,62.8
Rwanda,61
Rwanda,68
Rwanda,59.6
Rwanda,57.6
Rwanda,55.3
Rwanda,53.4
Rwanda,52
Rwanda,57
Rwanda,48.6
Rwanda,48.3
Saint Kitts and Nevis,
Saint Lucia,75.2
Saint Lucia,75
Saint Lucia,74.8
Saint Lucia,74.7
Saint Lucia,74.6
Saint Lucia,74.2
Saint Lucia,74.3
Saint Lucia,74.1
Saint Lucia,73.9
Saint Lucia,73.5
Saint Lucia,73.1
Saint Lucia,72.6
Saint Lucia,72.2
Saint Lucia,72
Saint Lucia,71.8
Saint Lucia,71.6
Saint Vincent and the Grenadines,73.2
Saint Vincent and the Grenadines,73.1
Saint Vincent and the Grenadines,72.7
Saint Vincent and the Grenadines,72.8
Saint Vincent and the Grenadines,72.7
Saint Vincent and the Grenadines,72.5
Saint Vincent and the Grenadines,72.3
Saint Vincent and the Grenadines,72.1
Saint Vincent and the Grenadines,71.9
Saint Vincent and the Grenadines,71.7
Saint Vincent and the Grenadines,71.4
Saint Vincent and the Grenadines,71.2
Saint Vincent and the Grenadines,71
Saint Vincent and the Grenadines,79
Saint Vincent and the Grenadines,79
Saint Vincent and the Grenadines,79
Samoa,74
Samoa,73.8
Samoa,73.6
Samoa,73.2
Samoa,73
Samoa,72.6
Samoa,76
Samoa,72.5
Samoa,72.2
Samoa,72
Samoa,71.6
Samoa,71.4
Samoa,79
Samoa,76
Samoa,75
Samoa,72
San Marino,
Sao Tome and Principe,67.5
Sao Tome and Principe,67.3
Sao Tome and Principe,67.1
Sao Tome and Principe,66.9
Sao Tome and Principe,66.6
Sao Tome and Principe,66.2
Sao Tome and Principe,65.8
Sao Tome and Principe,65.4
Sao Tome and Principe,65.1
Sao Tome and Principe,64.7
Sao Tome and Principe,64.3
Sao Tome and Principe,63.8
Sao Tome and Principe,63.4
Sao Tome and Principe,63.1
Sao Tome and Principe,62.8
Sao Tome and Principe,62.6
Saudi Arabia,74.5
Saudi Arabia,74.4
Saudi Arabia,74.3
Saudi Arabia,74.1
Saudi Arabia,73.9
Saudi Arabia,73.7
Saudi Arabia,73.4
Saudi Arabia,73.3
Saudi Arabia,73.2
Saudi Arabia,73.2
Saudi Arabia,73.1
Saudi Arabia,73.1
Saudi Arabia,73
Saudi Arabia,72.9
Saudi Arabia,72.8
Saudi Arabia,72.6
Senegal,66.7
Senegal,66.4
Senegal,66
Senegal,65.6
Senegal,64.9
Senegal,64.3
Senegal,63.5
Senegal,62.8
Senegal,62.1
Senegal,61.3
Senegal,65
Senegal,59.7
Senegal,59
Senegal,58.4
Senegal,57.9
Senegal,57.5
Serbia,75.6
Serbia,75.4
Serbia,75.3
Serbia,74.9
Serbia,74.6
Serbia,74.4
Serbia,74.1
Serbia,74
Serbia,73.8
Serbia,73.6
Serbia,73
Serbia,73
Serbia,73
Serbia,72.9
Serbia,73.1
Serbia,72.6
Seychelles,73.2
Seychelles,73
Seychelles,72.9
Seychelles,72.7
Seychelles,72.6
Seychelles,72.4
Seychelles,72.3
Seychelles,72.2
Seychelles,72.2
Seychelles,72.2
Seychelles,72.2
Seychelles,72.1
Seychelles,72.1
Seychelles,72.1
Seychelles,72
Seychelles,71.8
Sierra Leone,51
Sierra Leone,48.1
Sierra Leone,54
Sierra Leone,49.7
Sierra Leone,48.9
Sierra Leone,48.1
Sierra Leone,47.1
Sierra Leone,46.2
Sierra Leone,45.3
Sierra Leone,44.3
Sierra Leone,43.3
Sierra Leone,42.3
Sierra Leone,41.5
Sierra Leone,48
Sierra Leone,41
Sierra Leone,39
Singapore,83.1
Singapore,82.9
Singapore,82.7
Singapore,82.5
Singapore,82.2
Singapore,82
Singapore,81.7
Singapore,81.4
Singapore,81.1
Singapore,87
Singapore,82
Singapore,79.7
Singapore,79.3
Singapore,79
Singapore,78.7
Singapore,78.3
Slovakia,76.7
Slovakia,76.4
Slovakia,76.1
Slovakia,75.8
Slovakia,75.6
Slovakia,75.1
Slovakia,75
Slovakia,74.7
Slovakia,74.4
Slovakia,74.3
Slovakia,74
Slovakia,74.1
Slovakia,73.8
Slovakia,73.7
Slovakia,73.3
Slovakia,73
Slovenia,88
Slovenia,87
Slovenia,85
Slovenia,82
Slovenia,79.8
Slovenia,79.5
Slovenia,79.1
Slovenia,78.9
Slovenia,78.3
Slovenia,78.1
Slovenia,77.5
Slovenia,77.2
Slovenia,76.5
Slovenia,76.6
Slovenia,76.2
Slovenia,76
Solomon Islands,69.2
Solomon Islands,68.8
Solomon Islands,68.8
Solomon Islands,68.7
Solomon Islands,68.5
Solomon Islands,68.3
Solomon Islands,68.1
Solomon Islands,68
Solomon Islands,67.6
Solomon Islands,67.6
Solomon Islands,67.4
Solomon Islands,67.1
Solomon Islands,66.8
Solomon Islands,66.5
Solomon Islands,66.2
Solomon Islands,65.8
Somalia,55
Somalia,54.3
Somalia,54.2
Somalia,53.1
Somalia,53.1
Somalia,52.4
Somalia,52.2
Somalia,51.9
Somalia,51.5
Somalia,51.5
Somalia,51.6
Somalia,51.2
Somalia,51.1
Somalia,58
Somalia,57
Somalia,55
South Africa,62.9
South Africa,62
South Africa,69
South Africa,59.2
South Africa,58.9
South Africa,58
South Africa,56.5
South Africa,55.3
South Africa,54.5
South Africa,54
South Africa,53.8
South Africa,53.7
South Africa,54
South Africa,54.9
South Africa,56
South Africa,57.3
South Sudan,57.3
South Sudan,56.6
South Sudan,56.4
South Sudan,56
South Sudan,55.4
South Sudan,55
South Sudan,54.3
South Sudan,53.6
South Sudan,53.1
South Sudan,52.5
South Sudan,51.9
South Sudan,51.4
South Sudan,58
South Sudan,52
South Sudan,49.6
South Sudan,48.9
Spain,82.8
Spain,82.6
Spain,82.4
Spain,82
Spain,82.1
Spain,81.9
Spain,81.6
Spain,81.3
Spain,89
Spain,88
Spain,81
Spain,81
Spain,79.4
Spain,79.5
Spain,79.4
Spain,79.1
Sri Lanka,74.9
Sri Lanka,74.7
Sri Lanka,74.6
Sri Lanka,74.5
Sri Lanka,74.5
Sri Lanka,74.5
Sri Lanka,71.8
Sri Lanka,72.3
Sri Lanka,73.7
Sri Lanka,73.8
Sri Lanka,74.2
Sri Lanka,69.1
Sri Lanka,73.9
Sri Lanka,73.7
Sri Lanka,72.7
Sri Lanka,71.5
Sudan,64.1
Sudan,63.8
Sudan,63.5
Sudan,63.2
Sudan,62.7
Sudan,62.5
Sudan,62
Sudan,61.8
Sudan,61.4
Sudan,61
Sudan,67
Sudan,59.7
Sudan,59.6
Sudan,59.4
Sudan,58.9
Sudan,58.6
Suriname,71.6
Suriname,71.4
Suriname,71.2
Suriname,71.3
Suriname,76
Suriname,73
Suriname,70
Suriname,69.8
Suriname,69.5
Suriname,69.3
Suriname,68.9
Suriname,68.3
Suriname,68
Suriname,67.9
Suriname,67.7
Suriname,67.4
Swaziland,58.9
Swaziland,58.4
Swaziland,57.6
Swaziland,56.5
Swaziland,55
Swaziland,53.6
Swaziland,52.6
Swaziland,51.4
Swaziland,50
Swaziland,47.8
Swaziland,46
Swaziland,45.6
Swaziland,45.9
Swaziland,46.4
Swaziland,47.1
Swaziland,48.4
Sweden,82.4
Sweden,82.3
Sweden,81.9
Sweden,81.7
Sweden,81.7
Sweden,81.5
Sweden,81.4
Sweden,81.1
Sweden,89
Sweden,88
Sweden,85
Sweden,83
Sweden,82
Sweden,79.9
Sweden,79.8
Sweden,79.6
Switzerland,83.4
Switzerland,83.2
Switzerland,83
Switzerland,82.7
Switzerland,82.6
Switzerland,82.3
Switzerland,82.1
Switzerland,82
Switzerland,81.7
Switzerland,81.5
Switzerland,81.1
Switzerland,81
Switzerland,85
Switzerland,84
Switzerland,82
Switzerland,79.7
Syrian Arab Republic,64.5
Syrian Arab Republic,64.4
Syrian Arab Republic,63.6
Syrian Arab Republic,62.8
Syrian Arab Republic,71.7
Syrian Arab Republic,73.7
Syrian Arab Republic,73.8
Syrian Arab Republic,73.8
Syrian Arab Republic,73.8
Syrian Arab Republic,73.7
Syrian Arab Republic,73.5
Syrian Arab Republic,73.2
Syrian Arab Republic,73
Syrian Arab Republic,72.8
Syrian Arab Republic,72.7
Syrian Arab Republic,72.6
Tajikistan,69.7
Tajikistan,69.6
Tajikistan,69.3
Tajikistan,68.8
Tajikistan,68.1
Tajikistan,67.3
Tajikistan,66.7
Tajikistan,66.4
Tajikistan,66.1
Tajikistan,65.9
Tajikistan,65.5
Tajikistan,65.9
Tajikistan,65.2
Tajikistan,64.3
Tajikistan,64
Tajikistan,63.7
Thailand,74.9
Thailand,74.6
Thailand,74.5
Thailand,74.3
Thailand,74.1
Thailand,73.9
Thailand,73.7
Thailand,73.5
Thailand,73.3
Thailand,73
Thailand,72.5
Thailand,71.6
Thailand,71.7
Thailand,71.4
Thailand,71.2
Thailand,71.1
The former Yugoslav republic of Macedonia,75.7
The former Yugoslav republic of Macedonia,75.5
The former Yugoslav republic of Macedonia,75.3
The former Yugoslav republic of Macedonia,75.1
The former Yugoslav republic of Macedonia,74.9
The former Yugoslav republic of Macedonia,74.7
The former Yugoslav republic of Macedonia,74.4
The former Yugoslav republic of Macedonia,74.2
The former Yugoslav republic of Macedonia,73.5
The former Yugoslav republic of Macedonia,73.7
The former Yugoslav republic of Macedonia,73.6
The former Yugoslav republic of Macedonia,73.5
The former Yugoslav republic of Macedonia,73.2
The former Yugoslav republic of Macedonia,72.8
The former Yugoslav republic of Macedonia,73.1
The former Yugoslav republic of Macedonia,72.6
Timor-Leste,68.3
Timor-Leste,68
Timor-Leste,67.7
Timor-Leste,67.4
Timor-Leste,67.2
Timor-Leste,66.9
Timor-Leste,66.6
Timor-Leste,66.2
Timor-Leste,65.8
Timor-Leste,64.9
Timor-Leste,63.7
Timor-Leste,62.3
Timor-Leste,61
Timor-Leste,62
Timor-Leste,59.4
Timor-Leste,58.7
Togo,59.9
Togo,59.7
Togo,59.4
Togo,58.9
Togo,58.3
Togo,57.4
Togo,56.7
Togo,56.2
Togo,55.9
Togo,55.7
Togo,55
Togo,54.9
Togo,54.7
Togo,54.7
Togo,54.6
Togo,54.6
Tonga,73.5
Tonga,73.3
Tonga,73.2
Tonga,73
Tonga,72.9
Tonga,72.8
Tonga,72.5
Tonga,72.6
Tonga,72.5
Tonga,72.4
Tonga,72.3
Tonga,72.2
Tonga,72
Tonga,71.9
Tonga,71.8
Tonga,71.6
Trinidad and Tobago,71.2
Trinidad and Tobago,71.1
Trinidad and Tobago,71
Trinidad and Tobago,78
Trinidad and Tobago,76
Trinidad and Tobago,74
Trinidad and Tobago,71
Trinidad and Tobago,69.9
Trinidad and Tobago,69.7
Trinidad and Tobago,69.6
Trinidad and Tobago,69.5
Trinidad and Tobago,69.4
Trinidad and Tobago,69.3
Trinidad and Tobago,69.2
Trinidad and Tobago,69.1
Trinidad and Tobago,69.1
Tunisia,75.3
Tunisia,75.1
Tunisia,74.9
Tunisia,74.9
Tunisia,74.8
Tunisia,74.8
Tunisia,74.7
Tunisia,74.7
Tunisia,74.6
Tunisia,74.4
Tunisia,74.2
Tunisia,74
Tunisia,73.7
Tunisia,73.5
Tunisia,73.2
Tunisia,72.9
Turkey,75.8
Turkey,75.5
Turkey,75.2
Turkey,74.8
Turkey,74.5
Turkey,74.2
Turkey,73.9
Turkey,73.5
Turkey,73.2
Turkey,72.8
Turkey,72.4
Turkey,72
Turkey,71.6
Turkey,71.2
Turkey,78
Turkey,74
Turkmenistan,66.3
Turkmenistan,66
Turkmenistan,65.4
Turkmenistan,65.6
Turkmenistan,65.6
Turkmenistan,65.8
Turkmenistan,65.6
Turkmenistan,64.5
Turkmenistan,64.1
Turkmenistan,63.7
Turkmenistan,63.3
Turkmenistan,63.5
Turkmenistan,63.4
Turkmenistan,63.3
Turkmenistan,64
Turkmenistan,63.8
Tuvalu,
Uganda,62.3
Uganda,61.5
Uganda,67
Uganda,60
Uganda,59.3
Uganda,58.4
Uganda,57.5
Uganda,56.3
Uganda,55.5
Uganda,54.9
Uganda,53.2
Uganda,51.3
Uganda,51
Uganda,48.8
Uganda,47.7
Uganda,46.6
Ukraine,71.3
Ukraine,78
Ukraine,71
Ukraine,77
Ukraine,75
Ukraine,69.8
Ukraine,69.2
Ukraine,67.7
Ukraine,67.5
Ukraine,67.7
Ukraine,67
Ukraine,67.4
Ukraine,67.6
Ukraine,67.6
Ukraine,67.7
Ukraine,67.5
United Arab Emirates,77.1
United Arab Emirates,76.9
United Arab Emirates,76.7
United Arab Emirates,76.5
United Arab Emirates,76.3
United Arab Emirates,76.2
United Arab Emirates,76
United Arab Emirates,75.8
United Arab Emirates,75.6
United Arab Emirates,75.4
United Arab Emirates,75.3
United Arab Emirates,75.1
United Arab Emirates,74.9
United Arab Emirates,74.7
United Arab Emirates,74.5
United Arab Emirates,74.2
United Kingdom of Great Britain and Northern Ireland,81.2
United Kingdom of Great Britain and Northern Ireland,81
United Kingdom of Great Britain and Northern Ireland,87
United Kingdom of Great Britain and Northern Ireland,86
United Kingdom of Great Britain and Northern Ireland,86
United Kingdom of Great Britain and Northern Ireland,82
United Kingdom of Great Britain and Northern Ireland,81
United Kingdom of Great Britain and Northern Ireland,79.6
United Kingdom of Great Britain and Northern Ireland,79.5
United Kingdom of Great Britain and Northern Ireland,79.3
United Kingdom of Great Britain and Northern Ireland,79
United Kingdom of Great Britain and Northern Ireland,78.8
United Kingdom of Great Britain and Northern Ireland,78.3
United Kingdom of Great Britain and Northern Ireland,78.2
United Kingdom of Great Britain and Northern Ireland,78
United Kingdom of Great Britain and Northern Ireland,77.8
United Republic of Tanzania,61.8
United Republic of Tanzania,67
United Republic of Tanzania,59.7
United Republic of Tanzania,58.6
United Republic of Tanzania,58.3
United Republic of Tanzania,57.5
United Republic of Tanzania,56.9
United Republic of Tanzania,56.2
United Republic of Tanzania,54.5
United Republic of Tanzania,53.1
United Republic of Tanzania,52.2
United Republic of Tanzania,51.5
United Republic of Tanzania,58
United Republic of Tanzania,52
United Republic of Tanzania,49.6
United Republic of Tanzania,49.2
United States of America,79.3
United States of America,79.1
United States of America,78.9
United States of America,78.8
United States of America,78.7
United States of America,78.7
United States of America,78.5
United States of America,78.2
United States of America,78.1
United States of America,77.8
United States of America,77.5
United States of America,77.5
United States of America,77.2
United States of America,77
United States of America,76.9
United States of America,76.8
Uruguay,77
Uruguay,76.8
Uruguay,76.8
Uruguay,76.5
Uruguay,77
Uruguay,76.3
Uruguay,76.6
Uruguay,76.4
Uruguay,75.4
Uruguay,76.2
Uruguay,75.7
Uruguay,75.4
Uruguay,75.4
Uruguay,75.4
Uruguay,75.2
Uruguay,75.1
Uzbekistan,69.4
Uzbekistan,69.2
Uzbekistan,69.1
Uzbekistan,68.8
